x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
229.70;199.30;p;7.22;0.12;-178.39;0.00;7.10;304.11
222.60;199.50;y;0.21;0.03;-178.39;-71.06;0.00;298.92
222.60;199.50;p;1.00;0.32;110.56;0.00;0.85;298.92
222.30;198.70;y;0.36;0.10;110.56;119.64;0.00;298.16
222.30;198.70;p;0.92;0.17;-129.81;0.00;0.78;298.16
221.80;199.30;y;0.17;0.02;-129.81;-50.19;0.00;298.19
221.80;199.30;p;0.66;0.04;180.00;0.00;0.50;298.19
221.30;199.30;y;0.36;0.00;180.00;-123.69;0.00;297.82
221.30;199.30;p;0.50;0.00;56.31;0.00;0.36;297.82
221.50;199.00;y;0.12;0.00;56.31;33.69;0.00;297.76
221.50;199.00;p;0.39;0.03;90.00;0.00;0.30;297.76
221.50;198.70;y;0.07;0.00;90.00;5.71;0.00;297.56
221.50;198.70;p;8.18;0.99;95.71;0.00;8.04;297.56
220.70;190.70;y;0.20;0.17;95.71;64.31;0.00;291.68
220.70;190.70;p;3.76;1.12;160.02;0.00;3.51;291.68
217.40;189.50;y;0.10;0.07;160.02;-28.26;0.00;288.40
217.40;189.50;p;8.06;0.44;131.76;0.00;7.51;288.40
212.40;183.90;y;0.41;0.07;131.76;130.42;0.00;280.95
212.40;183.90;p;5.27;0.01;-97.82;0.00;5.15;280.95
211.70;189.00;p;5.27;0.03;-97.82;0.00;5.15;283.79
211.00;194.10;y;0.12;0.00;-97.82;16.66;0.00;286.70
211.00;194.10;p;4.67;0.54;-81.16;0.00;4.55;286.70
211.70;198.60;y;0.33;0.24;-81.16;-127.45;0.00;290.27
211.70;198.60;p;2.90;0.76;151.39;0.00;2.51;290.27
209.50;197.40;y;0.20;0.13;151.39;-61.39;0.00;287.85
209.50;197.40;p;1.43;0.46;90.00;0.00;1.20;287.85
209.50;196.20;y;0.07;0.01;90.00;8.13;0.00;287.03
209.50;196.20;p;0.81;0.15;98.13;0.00;0.71;287.03
209.40;195.50;y;0.12;0.00;98.13;-20.66;0.00;286.48
209.40;195.50;p;1.06;0.19;77.47;0.00;0.92;286.48
209.60;194.60;y;0.16;0.07;77.47;55.55;0.00;286.01
209.60;194.60;p;2.26;0.80;133.03;0.00;2.05;286.01
208.20;193.10;y;0.29;0.23;133.03;86.78;0.00;283.96
208.20;193.10;p;6.72;0.93;-140.19;0.00;6.25;283.96
203.40;197.10;y;0.08;0.01;-140.19;7.49;0.00;283.23
203.40;197.10;p;3.84;0.91;-132.71;0.00;3.54;283.23
201.00;199.70;y;0.17;0.11;-132.71;-47.29;0.00;283.34
201.00;199.70;p;0.78;0.30;180.00;0.00;0.60;283.34
200.40;199.70;y;0.30;0.00;180.00;-98.51;0.00;282.91
200.40;199.70;p;9.06;0.00;81.49;0.00;8.44;282.91
201.65;191.35;p;9.06;0.32;81.49;0.00;8.44;277.99
202.90;183.00;y;0.09;0.06;81.49;18.28;0.00;273.24
202.90;183.00;p;6.61;0.11;99.77;0.00;6.19;273.24
201.85;176.90;p;6.62;0.02;99.77;0.00;6.19;268.40
200.80;170.80;y;0.22;0.00;99.77;-62.90;0.00;263.62
200.80;170.80;p;0.72;0.06;36.87;0.00;0.50;263.62
201.20;170.50;y;0.17;0.03;36.87;53.13;0.00;263.73
201.20;170.50;p;1.49;0.49;90.00;0.00;1.30;263.73
201.20;169.20;y;0.22;0.14;90.00;-68.20;0.00;262.89
201.20;169.20;p;0.66;0.21;21.80;0.00;0.54;262.89
201.70;169.00;y;0.31;0.02;21.80;-97.27;0.00;263.14
201.70;169.00;p;3.01;0.23;-75.47;0.00;2.79;263.14
202.40;171.70;y;0.37;0.17;-75.47;125.40;0.00;265.42
202.40;171.70;p;6.20;0.26;49.94;0.00;5.75;265.42
206.10;167.30;y;0.19;0.06;49.94;75.05;0.00;265.46
206.10;167.30;p;1.45;0.39;124.99;0.00;1.22;265.46
205.40;166.30;y;0.13;0.01;124.99;-26.02;0.00;264.28
205.40;166.30;p;2.03;0.65;98.97;0.00;1.92;264.28
205.10;164.40;y;0.40;0.21;98.97;-125.54;0.00;262.86
205.10;164.40;p;1.85;0.48;-26.57;0.00;1.57;262.86
206.50;165.10;y;0.18;0.08;-26.57;-51.42;0.00;264.39
206.50;165.10;p;7.55;0.33;-77.99;0.00;7.21;264.39
208.00;172.15;p;7.50;0.06;-77.99;0.00;7.21;270.00
209.50;179.20;y;0.16;0.02;-77.99;44.30;0.00;275.69
209.50;179.20;p;0.90;0.18;-33.69;0.00;0.72;275.69
210.10;179.60;y;0.21;0.07;-33.69;73.23;0.00;276.40
210.10;179.60;p;6.23;0.09;39.54;0.00;5.58;276.40
214.40;176.05;p;6.23;0.17;39.54;0.00;5.58;277.42
218.70;172.50;y;0.13;0.01;39.54;32.02;0.00;278.54
218.70;172.50;p;1.75;0.44;71.57;0.00;1.58;278.54
219.20;171.00;y;0.37;0.14;71.57;-119.29;0.00;278.01
219.20;171.00;p;1.66;0.89;-47.73;0.00;1.49;278.01
220.20;172.10;y;0.14;0.06;-47.73;-47.04;0.00;279.48
220.20;172.10;p;1.32;0.78;-94.76;0.00;1.20;279.48
220.10;173.30;y;0.12;0.00;-94.76;25.62;0.00;280.14
220.10;173.30;p;2.44;0.02;-69.15;0.00;2.25;280.14
220.90;175.40;y;0.34;0.01;-69.15;116.77;0.00;282.07
220.90;175.40;p;6.07;0.02;47.62;0.00;5.42;282.07
224.55;171.40;p;6.06;0.43;47.62;0.00;5.42;282.49
228.20;167.40;y;0.13;0.06;47.62;39.01;0.00;283.02
228.20;167.40;p;1.81;0.59;86.63;0.00;1.70;283.02
228.30;165.70;y;0.34;0.13;86.63;-122.85;0.00;282.09
228.30;165.70;p;9.80;0.56;-36.22;0.00;8.80;282.09
235.40;170.90;y;0.21;0.19;-36.22;-78.80;0.00;290.90
235.40;170.90;p;5.65;0.40;-115.02;0.00;4.97;290.90
233.30;175.40;y;0.26;0.04;-115.02;-84.64;0.00;291.88
233.30;175.40;p;1.65;0.23;160.35;0.00;1.49;291.88
231.90;174.90;y;0.35;0.06;160.35;114.85;0.00;290.46
231.90;174.90;p;5.65;0.02;-84.81;0.00;5.52;290.46
232.40;180.40;y;0.12;0.04;-84.81;-43.85;0.00;294.20
232.40;180.40;p;1.44;1.05;-128.66;0.00;1.28;294.20
231.60;181.40;y;0.15;0.15;-128.66;38.66;0.00;294.18
231.60;181.40;p;1.65;0.94;-90.00;0.00;1.40;294.18
231.60;182.80;y;0.39;0.01;-90.00;145.01;0.00;295.05
231.60;182.80;p;1.46;0.25;55.01;0.00;1.22;295.05
232.30;181.80;y;0.05;0.02;55.01;-7.00;0.00;294.98
232.30;181.80;p;1.52;0.66;48.01;0.00;1.35;294.98
233.20;180.80;y;0.22;0.13;48.01;-56.41;0.00;295.08
233.20;180.80;p;6.29;0.86;-8.39;0.00;6.17;295.08
239.30;181.70;y;0.21;0.12;-8.39;58.92;0.00;300.47
239.30;181.70;p;9.44;0.49;50.53;0.00;8.81;300.47
244.90;174.90;y;0.05;0.00;50.53;-0.76;0.00;300.94
244.90;174.90;p;3.70;0.83;49.76;0.00;3.41;300.94
247.10;172.30;y;0.26;0.21;49.76;-76.33;0.00;301.24
247.10;172.30;p;1.60;1.17;-26.57;0.00;1.34;301.24
248.30;172.90;y;0.31;0.24;-26.57;116.57;0.00;302.57
248.30;172.90;p;1.21;0.18;90.00;0.00;1.00;302.57
248.30;171.90;y;0.25;0.01;90.00;-84.81;0.00;302.00
248.30;171.90;p;1.21;0.25;5.19;0.00;1.10;302.00
249.40;171.80;y;0.25;0.10;5.19;-84.57;0.00;302.85
249.40;171.80;p;6.10;0.14;-79.38;0.00;5.70;302.85
250.45;177.40;p;6.08;0.08;-79.38;0.00;5.70;306.91
251.50;183.00;y;0.29;0.01;-79.38;101.18;0.00;311.03
251.50;183.00;p;0.66;0.07;21.80;0.00;0.54;311.03
252.00;182.80;y;0.12;0.00;21.80;-24.76;0.00;311.32
252.00;182.80;p;5.93;0.28;-2.96;0.00;5.81;311.32
257.80;183.10;y;0.24;0.00;-2.96;-74.51;0.00;316.21
257.80;183.10;p;1.06;0.74;-77.47;0.00;0.92;316.21
258.00;184.00;y;0.24;0.19;-77.47;77.47;0.00;316.89
258.00;184.00;p;0.88;0.56;-0.00;0.00;0.70;316.89
258.70;184.00;y;0.24;0.11;-0.00;86.42;0.00;317.46
258.70;184.00;p;1.72;0.35;86.42;0.00;1.60;317.46
258.80;182.40;y;0.35;0.08;86.42;-125.52;0.00;316.62
258.80;182.40;p;2.27;0.46;-39.09;0.00;2.06;316.62
260.40;183.70;y;0.35;0.03;-39.09;140.40;0.00;318.68
260.40;183.70;p;1.12;0.26;101.31;0.00;1.02;318.68
260.20;182.70;y;0.15;0.00;101.31;-36.09;0.00;317.94
260.20;182.70;p;1.70;0.72;65.22;0.00;1.43;317.94
260.80;181.40;y;0.17;0.07;65.22;63.43;0.00;317.68
260.80;181.40;p;0.76;0.12;128.66;0.00;0.64;317.68
260.40;180.90;y;0.22;0.00;128.66;-62.89;0.00;317.07
260.40;180.90;p;7.48;0.18;65.77;0.00;6.58;317.07
263.10;174.90;y;0.37;0.11;65.77;133.32;0.00;315.93
263.10;174.90;p;2.97;0.30;-160.91;0.00;2.75;315.93
260.50;175.80;y;0.08;0.00;-160.91;-10.96;0.00;314.27
260.50;175.80;p;2.94;1.13;-171.87;0.00;2.83;314.27
257.70;176.20;y;0.10;0.07;-171.87;13.67;0.00;312.18
257.70;176.20;p;0.66;0.49;-158.20;0.00;0.54;312.18
257.20;176.40;y;0.19;0.11;-158.20;46.40;0.00;311.88
257.20;176.40;p;1.78;0.46;-111.80;0.00;1.62;311.88
256.60;177.90;y;0.36;0.21;-111.80;-134.24;0.00;312.24
256.60;177.90;p;1.20;0.11;113.96;0.00;0.98;312.24
256.20;177.00;y;0.29;0.02;113.96;86.81;0.00;311.40
256.20;177.00;p;3.33;0.19;-159.23;0.00;3.10;311.40
253.30;178.10;y;0.32;0.09;-159.23;-109.28;0.00;309.65
253.30;178.10;p;7.82;0.22;91.49;0.00;7.70;309.65
253.10;170.40;y;0.31;0.05;91.49;-104.17;0.00;305.12
253.10;170.40;p;4.37;0.17;-12.68;0.00;4.10;305.12
257.10;171.30;y;0.32;0.12;-12.68;129.25;0.00;308.94
257.10;171.30;p;5.82;0.08;116.57;0.00;4.92;308.94
254.90;166.90;y;0.11;0.00;116.57;18.43;0.00;304.68
254.90;166.90;p;0.38;0.02;135.00;0.00;0.28;304.68
254.70;166.70;y;0.18;0.00;135.00;-45.00;0.00;304.40
254.70;166.70;p;0.62;0.17;90.00;0.00;0.50;304.40
254.70;166.20;y;0.23;0.09;90.00;72.96;0.00;304.13
254.70;166.20;p;7.47;0.02;162.96;0.00;7.16;304.13
247.85;164.10;p;7.48;0.11;162.96;0.00;7.16;297.25
241.00;162.00;y;0.20;0.01;162.96;-61.65;0.00;290.39
241.00;162.00;p;0.61;0.02;101.31;0.00;0.51;290.39
240.90;161.50;y;0.22;0.00;101.31;66.90;0.00;290.03
240.90;161.50;p;6.15;0.00;168.21;0.00;5.87;290.03
235.15;160.30;p;6.15;0.05;168.21;0.00;5.87;284.59
229.40;159.10;y;0.08;0.00;168.21;5.78;0.00;279.17
229.40;159.10;p;2.02;0.21;173.99;0.00;1.91;279.17
227.50;158.90;y;0.22;0.03;173.99;58.13;0.00;277.50
227.50;158.90;p;1.29;0.22;-127.87;0.00;1.14;277.50
226.80;159.80;y;0.07;0.00;-127.87;12.32;0.00;277.44
226.80;159.80;p;2.95;0.28;-115.56;0.00;2.55;277.44
225.70;162.10;y;0.19;0.05;-115.56;-48.67;0.00;277.88
225.70;162.10;p;7.45;0.08;-164.23;0.00;6.81;277.88
219.15;163.95;p;7.44;0.47;-164.23;0.00;6.81;273.69
212.60;165.80;y;0.14;0.09;-164.23;40.54;0.00;269.61
212.60;165.80;p;0.90;0.26;-123.69;0.00;0.72;269.61
212.20;166.40;y;0.28;0.00;-123.69;-111.49;0.00;269.66
212.20;166.40;p;3.20;0.11;124.82;0.00;2.80;269.66
210.60;164.10;y;0.10;0.00;124.82;18.31;0.00;266.99
210.60;164.10;p;0.67;0.03;143.13;0.00;0.50;266.99
210.20;163.80;y;0.13;0.00;143.13;-35.31;0.00;266.49
210.20;163.80;p;3.17;0.05;107.82;0.00;2.94;266.49
209.30;161.00;y;0.26;0.00;107.82;-80.79;0.00;264.06
209.30;161.00;p;6.25;0.03;27.03;0.00;5.50;264.06
214.20;158.50;y;0.18;0.00;27.03;-48.83;0.00;266.47
214.20;158.50;p;0.66;0.16;-21.80;0.00;0.54;266.47
214.70;158.70;y;0.15;0.05;-21.80;43.30;0.00;266.99
214.70;158.70;p;3.79;0.17;21.50;0.00;3.55;266.99
218.00;157.40;y;0.13;0.01;21.50;31.07;0.00;268.88
218.00;157.40;p;5.34;0.05;52.57;0.00;5.10;268.88
221.10;153.35;p;5.34;0.43;52.57;0.00;5.10;269.08
224.20;149.30;y;0.08;0.02;52.57;-11.97;0.00;269.36
224.20;149.30;p;2.04;0.61;40.60;0.00;1.84;269.36
225.60;148.10;y;0.18;0.12;40.60;62.39;0.00;269.87
225.60;148.10;p;1.49;0.31;102.99;0.00;1.33;269.87
225.30;146.80;y;0.15;0.05;102.99;40.79;0.00;268.91
225.30;146.80;p;9.80;0.14;143.78;0.00;8.80;268.91
218.20;141.60;y;0.23;0.02;143.78;-62.11;0.00;260.12
218.20;141.60;p;4.26;0.49;81.67;0.00;4.14;260.12
218.80;137.50;y;0.13;0.02;81.67;-34.18;0.00;258.42
218.80;137.50;p;1.82;0.86;47.49;0.00;1.63;258.42
219.90;136.30;y;0.34;0.26;47.49;135.88;0.00;258.72
219.90;136.30;p;1.81;0.37;-176.63;0.00;1.70;258.72
218.20;136.40;y;0.24;0.11;-176.63;-85.24;0.00;257.33
218.20;136.40;p;0.81;0.11;98.13;0.00;0.71;257.33
218.10;135.70;y;0.38;0.00;98.13;132.06;0.00;256.87
218.10;135.70;p;0.92;0.01;-129.81;0.00;0.78;256.87
217.60;136.30;y;0.34;0.00;-129.81;-119.78;0.00;256.76
217.60;136.30;p;4.88;0.33;110.41;0.00;4.59;256.76
216.00;132.00;y;0.25;0.11;110.41;82.35;0.00;253.14
216.00;132.00;p;5.76;0.78;-167.24;0.00;5.43;253.14
210.70;133.20;y;0.14;0.10;-167.24;45.74;0.00;249.27
210.70;133.20;p;4.15;1.60;-121.50;0.00;3.64;249.27
208.80;136.30;y;0.16;0.16;-121.50;-52.71;0.00;249.35
208.80;136.30;p;8.08;0.88;-174.22;0.00;7.94;249.35
200.90;137.10;y;0.32;0.08;-174.22;-112.48;0.00;243.22
200.90;137.10;p;10.00;0.48;73.30;0.00;9.40;243.22
203.60;128.10;y;0.31;0.17;73.30;-95.41;0.00;240.55
203.60;128.10;p;3.69;0.56;-22.11;0.00;3.45;240.55
206.80;129.40;y;0.05;0.00;-22.11;1.07;0.00;243.95
206.80;129.40;p;3.00;0.48;-21.04;0.00;2.79;243.95
209.40;130.40;y;0.13;0.03;-21.04;29.86;0.00;246.68
209.40;130.40;p;5.99;0.29;8.82;0.00;5.87;246.68
215.20;129.50;y;0.18;0.05;8.82;-42.51;0.00;251.16
215.20;129.50;p;0.90;0.25;-33.69;0.00;0.72;251.16
215.80;129.90;y;0.15;0.04;-33.69;-40.36;0.00;251.88
215.80;129.90;p;0.86;0.10;-74.05;0.00;0.73;251.88
216.00;130.60;y;0.41;0.03;-74.05;150.02;0.00;252.41
216.00;130.60;p;0.54;0.00;75.96;0.00;0.41;252.41
216.10;130.20;y;0.07;0.00;75.96;14.04;0.00;252.29
216.10;130.20;p;2.60;0.11;90.00;0.00;2.20;252.29
216.10;128.00;y;0.30;0.02;90.00;99.46;0.00;251.16
216.10;128.00;p;1.32;0.20;-170.54;0.00;1.22;251.16
214.90;128.20;y;0.26;0.08;-170.54;-86.93;0.00;250.23
214.90;128.20;p;2.02;0.51;102.53;0.00;1.84;250.23
214.50;126.40;y;0.12;0.03;102.53;-21.14;0.00;248.97
214.50;126.40;p;3.45;1.10;81.38;0.00;3.34;248.97
215.00;123.10;y;0.33;0.30;81.38;-105.13;0.00;247.75
215.00;123.10;p;3.15;1.16;-23.75;0.00;2.73;247.75
217.50;124.20;y;0.15;0.10;-23.75;44.79;0.00;250.46
217.50;124.20;p;1.55;0.62;21.04;0.00;1.39;250.46
218.80;123.70;y;0.24;0.04;21.04;-66.04;0.00;251.35
218.80;123.70;p;0.53;0.10;-45.00;0.00;0.42;251.35
219.10;124.00;y;0.23;0.00;-45.00;84.59;0.00;251.76
219.10;124.00;p;7.25;0.09;39.59;0.00;6.75;251.76
224.30;119.70;y;0.01;0.00;39.59;0.22;0.00;254.24
224.30;119.70;p;0.91;0.32;39.81;0.00;0.78;254.24
224.90;119.20;y;0.13;0.02;39.81;31.76;0.00;254.54
224.90;119.20;p;0.76;0.21;71.57;0.00;0.63;254.54
225.10;118.60;y;0.11;0.00;71.57;31.83;0.00;254.43
225.10;118.60;p;4.60;0.21;103.39;0.00;4.32;254.43
224.10;114.40;y;0.14;0.03;103.39;45.64;0.00;251.61
224.10;114.40;p;0.75;0.10;149.04;0.00;0.58;251.61
223.60;114.10;y;0.22;0.00;149.04;-69.34;0.00;251.03
223.60;114.10;p;1.22;0.37;79.70;0.00;1.12;251.03
223.80;113.00;y;0.27;0.02;79.70;-79.70;0.00;250.71
223.80;113.00;p;0.77;0.39;-0.00;0.00;0.60;250.71
224.40;113.00;y;0.25;0.19;-0.00;-90.00;0.00;251.25
224.40;113.00;p;0.39;0.11;-90.00;0.00;0.20;251.25
224.40;113.20;y;0.27;0.02;-90.00;90.00;0.00;251.34
224.40;113.20;p;1.32;0.57;-0.00;0.00;1.00;251.34
225.40;113.20;y;0.13;0.00;-0.00;40.24;0.00;252.23
225.40;113.20;p;1.89;0.12;40.24;0.00;1.70;252.23
226.70;112.10;y;0.28;0.01;40.24;-85.24;0.00;252.90
226.70;112.10;p;0.68;0.07;-45.00;0.00;0.57;252.90
227.10;112.50;y;0.08;0.02;-45.00;-4.76;0.00;253.44
227.10;112.50;p;1.89;0.56;-49.76;0.00;1.70;253.44
228.20;113.80;y;0.21;0.18;-49.76;-83.60;0.00;255.00
228.20;113.80;p;2.72;0.87;-133.36;0.00;2.48;255.00
226.50;115.60;y;0.35;0.27;-133.36;123.36;0.00;254.29
226.50;115.60;p;1.83;0.71;-10.01;0.00;1.73;254.29
228.20;115.90;y;0.21;0.12;-10.01;55.84;0.00;255.95
228.20;115.90;p;5.26;0.41;45.83;0.00;4.88;255.95
231.60;112.40;y;0.24;0.00;45.83;-67.63;0.00;257.43
231.60;112.40;p;0.66;0.14;-21.80;0.00;0.54;257.43
232.10;112.60;y;0.23;0.09;-21.80;70.96;0.00;257.97
232.10;112.60;p;8.37;0.23;49.16;0.00;7.80;257.97
237.20;106.70;y;0.14;0.05;49.16;50.30;0.00;260.09
237.20;106.70;p;1.32;0.80;99.46;0.00;1.22;260.09
237.00;105.50;y;0.30;0.23;99.46;105.63;0.00;259.42
237.00;105.50;p;9.85;0.96;-154.90;0.00;8.72;259.42
229.10;109.20;y;0.10;0.07;-154.90;9.12;0.00;253.79
229.10;109.20;p;3.45;0.71;-145.78;0.00;3.02;253.79
226.60;110.90;y;0.09;0.00;-145.78;14.60;0.00;252.28
226.60;110.90;p;1.22;0.27;-131.19;0.00;1.06;252.28
225.90;111.70;y;0.25;0.06;-131.19;-81.29;0.00;252.01
225.90;111.70;p;1.55;0.26;147.53;0.00;1.30;252.01
224.80;111.00;y;0.34;0.12;147.53;105.77;0.00;250.71
224.80;111.00;p;1.20;0.29;-106.70;0.00;1.04;250.71
224.50;112.00;y;0.36;0.28;-106.70;-144.87;0.00;250.89
224.50;112.00;p;1.42;0.16;108.43;0.00;1.26;250.89
224.10;110.80;y;0.12;0.00;108.43;-23.20;0.00;249.99
224.10;110.80;p;1.32;0.57;85.24;0.00;1.20;249.99
224.20;109.60;y;0.17;0.15;85.24;56.10;0.00;249.56
224.20;109.60;p;1.44;0.23;141.34;0.00;1.28;249.56
223.20;108.80;y;0.19;0.02;141.34;-51.34;0.00;248.31
223.20;108.80;p;7.48;0.37;90.00;0.00;6.70;248.31
223.20;102.10;y;0.17;0.07;90.00;51.34;0.00;245.44
223.20;102.10;p;2.80;0.39;141.34;0.00;2.56;245.44
221.20;100.50;y;0.19;0.05;141.34;48.67;0.00;242.96
221.20;100.50;p;3.56;0.21;-169.99;0.00;3.45;242.96
217.80;101.10;y;0.07;0.00;-169.99;-14.09;0.00;240.12
217.80;101.10;p;1.51;0.53;175.91;0.00;1.40;240.12
216.40;101.00;y;0.19;0.13;175.91;56.21;0.00;238.81
216.40;101.00;p;1.29;0.36;-127.87;0.00;1.14;238.81
215.70;101.90;y;0.01;0.00;-127.87;-0.00;0.00;238.56
215.70;101.90;p;1.29;0.20;-127.87;0.00;1.14;238.56
215.00;102.80;y;0.05;0.00;-127.87;1.01;0.00;238.31
215.00;102.80;p;0.72;0.06;-126.87;0.00;0.50;238.31
214.70;103.20;y;0.41;0.00;-126.87;154.94;0.00;238.21
214.70;103.20;p;2.00;0.15;28.07;0.00;1.70;238.21
216.20;102.40;y;0.16;0.02;28.07;-44.02;0.00;239.22
216.20;102.40;p;1.62;0.50;-15.95;0.00;1.46;239.22
217.60;102.80;y;0.21;0.12;-15.95;-66.93;0.00;240.66
217.60;102.80;p;0.92;0.28;-82.87;0.00;0.81;240.66
217.70;103.60;y;0.09;0.00;-82.87;-21.04;0.00;241.09
217.70;103.60;p;6.17;0.03;-103.92;0.00;5.82;241.09
216.30;109.25;p;6.17;0.76;-103.92;0.00;5.82;242.32
214.90;114.90;y;0.06;0.04;-103.92;7.77;0.00;243.69
214.90;114.90;p;6.67;1.09;-96.15;0.00;6.54;243.69
214.20;121.40;y;0.41;0.30;-96.15;-156.50;0.00;246.21
214.20;121.40;p;1.86;0.05;107.35;0.00;1.68;246.21
213.70;119.80;y;0.09;0.00;107.35;-13.89;0.00;244.99
213.70;119.80;p;3.42;0.21;93.47;0.00;3.31;244.99
213.50;116.50;y;0.09;0.00;93.47;15.81;0.00;243.22
213.50;116.50;p;9.66;0.08;109.27;0.00;8.63;243.22
210.65;108.35;p;9.66;0.05;109.27;0.00;8.63;236.88
207.80;100.20;y;0.40;0.01;109.27;142.01;0.00;230.70
207.80;100.20;p;10.34;0.00;-108.72;0.00;9.66;230.70
204.70;109.35;p;10.34;0.55;-108.72;0.00;9.66;232.08
201.60;118.50;y;0.42;0.39;-108.72;-156.58;0.00;233.85
201.60;118.50;p;8.67;0.18;94.71;0.00;8.53;233.85
200.90;110.00;y;0.46;0.02;94.71;-164.15;0.00;229.04
200.90;110.00;p;1.00;0.00;-69.44;0.00;0.85;229.04
201.20;110.80;y;0.07;0.00;-69.44;-3.89;0.00;229.69
201.20;110.80;p;9.91;0.00;-73.34;0.00;9.42;229.69
203.90;119.82;p;9.91;0.00;-73.34;0.00;9.42;236.50
206.60;128.84;p;10.01;0.77;-73.34;0.00;9.42;243.48
209.30;137.86;p;9.91;0.00;-73.34;0.00;9.42;250.62
212.00;146.88;p;9.91;0.00;-73.34;0.00;9.42;257.91
214.70;155.90;p;9.91;0.00;-73.34;0.00;9.42;265.33
217.40;164.92;p;9.91;0.13;-73.34;0.00;9.42;272.88
220.10;173.94;p;10.01;0.00;-73.34;0.00;9.42;280.53
222.80;182.96;p;9.91;0.00;-73.34;0.00;9.42;288.30
225.50;191.98;p;9.91;0.14;-73.34;0.00;9.42;296.15
228.20;201.00;y;0.05;0.02;-73.34;-8.53;0.00;304.10
228.20;201.00;p;5.07;0.19;-81.87;0.00;4.95;304.10
228.90;205.90;y;0.39;0.06;-81.87;154.67;0.00;307.88
228.90;205.90;p;4.70;0.31;72.80;0.00;4.40;307.88
230.20;201.70;y;0.31;0.07;72.80;-94.60;0.00;306.06
230.20;201.70;p;1.22;0.18;-21.80;0.00;1.08;306.06
231.20;202.10;y;0.23;0.05;-21.80;76.26;0.00;307.08
231.20;202.10;p;1.05;0.20;54.46;0.00;0.86;307.08
231.70;201.40;y;0.28;0.05;54.46;-90.49;0.00;307.00
231.70;201.40;p;1.60;0.70;-36.03;0.00;1.36;307.00
232.80;202.20;y;0.10;0.04;-36.03;-20.28;0.00;308.35
232.80;202.20;p;7.30;0.87;-56.31;0.00;6.49;308.35
236.40;207.60;y;0.01;0.00;-56.31;0.00;0.00;314.62
236.40;207.60;p;9.30;0.78;-56.31;0.00;8.29;314.62
241.00;214.50;y;0.09;0.09;-56.31;26.57;0.00;322.63
241.00;214.50;p;1.00;0.47;-29.74;0.00;0.81;322.63
241.70;214.90;y;0.14;0.00;-29.74;41.05;0.00;323.42
241.70;214.90;p;1.12;0.41;11.31;0.00;1.02;323.42
242.70;214.70;y;0.23;0.13;11.31;-70.35;0.00;324.04
242.70;214.70;p;1.40;0.41;-59.04;0.00;1.17;324.04
243.30;215.70;y;0.20;0.08;-59.04;-72.92;0.00;325.15
243.30;215.70;p;6.24;0.08;-131.95;0.00;5.98;325.15
239.30;220.15;p;6.24;0.68;-131.95;0.00;5.98;325.16
235.30;224.60;y;0.13;0.10;-131.95;31.33;0.00;325.29
235.30;224.60;p;1.74;0.80;-100.62;0.00;1.63;325.29
235.00;226.20;y;0.26;0.15;-100.62;-95.02;0.00;326.18
235.00;226.20;p;2.81;0.74;164.36;0.00;2.60;326.18
232.50;225.50;y;0.35;0.28;164.36;-124.55;0.00;323.89
232.50;225.50;p;1.74;0.58;39.81;0.00;1.56;323.89
233.70;224.50;y;0.17;0.11;39.81;45.43;0.00;324.06
233.70;224.50;p;1.32;0.58;85.24;0.00;1.20;324.06
233.80;223.30;y;0.15;0.08;85.24;49.76;0.00;323.30
233.80;223.30;p;0.83;0.19;135.00;0.00;0.71;323.30
233.30;222.80;y;0.07;0.00;135.00;-3.81;0.00;322.60
233.30;222.80;p;6.51;0.03;131.19;0.00;5.85;322.60
229.45;218.40;p;6.53;0.10;131.19;0.00;5.85;316.77
225.60;214.00;y;0.05;0.00;131.19;-4.88;0.00;310.95
225.60;214.00;p;6.80;0.36;126.30;0.00;6.08;310.95
222.00;209.10;y;0.16;0.05;126.30;36.59;0.00;304.97
222.00;209.10;p;1.52;0.44;162.90;0.00;1.36;304.97
220.70;208.70;y;0.14;0.04;162.90;-44.82;0.00;303.75
220.70;208.70;p;2.00;0.80;118.07;0.00;1.70;303.75
219.90;207.20;y;0.21;0.11;118.07;54.07;0.00;302.14
219.90;207.20;p;3.04;0.51;172.15;0.00;2.93;302.14
217.00;206.80;y;0.22;0.06;172.15;-65.45;0.00;299.76
217.00;206.80;p;3.37;0.23;106.70;0.00;3.13;299.76
216.10;203.80;y;0.12;0.02;106.70;26.01;0.00;297.04
216.10;203.80;p;3.84;0.16;132.71;0.00;3.54;297.04
213.70;201.20;y;0.25;0.02;132.71;74.84;0.00;293.51
213.70;201.20;p;3.00;0.75;-152.45;0.00;2.59;293.51
211.40;202.40;y;0.12;0.09;-152.45;33.84;0.00;292.67
211.40;202.40;p;1.50;0.60;-118.61;0.00;1.25;292.67
210.80;203.50;y;0.19;0.01;-118.61;-59.84;0.00;293.00
210.80;203.50;p;7.52;0.50;-178.45;0.00;7.40;293.00
203.40;203.70;y;0.11;0.11;-178.45;-20.73;0.00;287.86
203.40;203.70;p;2.64;0.31;160.82;0.00;2.44;287.86
201.10;202.90;y;0.49;0.02;160.82;159.19;0.00;285.67
201.10;202.90;p;7.30;0.01;-39.99;0.00;6.74;285.67
206.27;207.23;p;7.37;0.00;-39.99;0.00;6.74;292.39
