x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
327.90;255.10;y;0.32;0.06;149.42;-110.46;0.00;415.44
327.90;255.10;p;6.50;0.19;38.96;0.00;6.04;415.44
332.60;251.30;y;0.06;0.00;38.96;-8.15;0.00;416.86
332.60;251.30;p;6.85;0.28;30.80;0.00;6.05;416.86
337.80;248.20;y;0.10;0.06;30.80;20.96;0.00;419.18
337.80;248.20;p;9.00;0.24;51.77;0.00;8.40;419.18
343.00;241.60;y;0.33;0.04;51.77;-100.13;0.00;419.55
343.00;241.60;p;1.36;0.60;-48.37;0.00;1.20;419.55
343.80;242.50;y;0.31;0.29;-48.37;122.42;0.00;420.72
343.80;242.50;p;1.62;0.96;74.05;0.00;1.46;420.72
344.20;241.10;y;0.28;0.24;74.05;-88.09;0.00;420.24
344.20;241.10;p;0.96;0.58;-14.04;0.00;0.82;420.24
345.00;241.30;y;0.26;0.05;-14.04;90.33;0.00;421.01
345.00;241.30;p;4.50;0.20;76.29;0.00;4.22;421.01
346.00;237.20;y;0.09;0.00;76.29;25.73;0.00;419.50
346.00;237.20;p;6.11;0.03;102.02;0.00;5.52;419.50
344.85;231.80;p;6.13;0.11;102.02;0.00;5.52;415.52
343.70;226.40;y;0.10;0.00;102.02;23.52;0.00;411.57
343.70;226.40;p;1.05;0.05;125.54;0.00;0.86;411.57
343.20;225.70;y;0.39;0.00;125.54;-125.54;0.00;410.76
343.20;225.70;p;0.55;0.00;-0.00;0.00;0.40;410.76
343.60;225.70;y;0.12;0.00;-0.00;33.69;0.00;411.10
343.60;225.70;p;0.50;0.06;33.69;0.00;0.36;411.10
343.90;225.50;y;0.17;0.03;33.69;57.33;0.00;411.24
343.90;225.50;p;5.71;0.04;91.02;0.00;5.60;411.24
343.80;219.90;y;0.07;0.00;91.02;14.92;0.00;408.11
343.80;219.90;p;0.86;0.51;105.95;0.00;0.73;408.11
343.60;219.20;y;0.12;0.04;105.95;-27.26;0.00;407.57
343.60;219.20;p;3.16;0.46;78.69;0.00;3.06;407.57
344.20;216.20;y;0.07;0.00;78.69;11.31;0.00;406.47
344.20;216.20;p;7.26;0.09;90.00;0.00;6.45;406.47
344.20;209.75;p;7.16;0.85;90.00;0.00;6.45;403.07
344.20;203.30;y;0.22;0.16;90.00;-68.96;0.00;399.76
344.20;203.30;p;1.55;0.60;21.04;0.00;1.39;399.76
345.50;202.80;y;0.10;0.01;21.04;21.67;0.00;400.62
345.50;202.80;p;1.96;0.73;42.71;0.00;1.77;400.62
346.80;201.60;y;0.11;0.11;42.71;-17.93;0.00;401.14
346.80;201.60;p;1.70;0.71;24.78;0.00;1.43;401.14
348.10;201.00;y;0.08;0.00;24.78;10.76;0.00;401.96
348.10;201.00;p;1.05;0.21;35.54;0.00;0.86;401.96
348.80;200.50;y;0.34;0.04;35.54;-115.94;0.00;402.32
348.80;200.50;p;7.32;0.02;-80.41;0.00;7.20;402.32
350.00;207.60;p;7.32;0.08;-80.41;0.00;7.20;406.94
351.20;214.70;y;0.30;0.03;-80.41;-107.72;0.00;411.63
351.20;214.70;p;0.81;0.15;171.87;0.00;0.71;411.63
350.50;214.60;y;0.26;0.04;171.87;78.08;0.00;410.98
350.50;214.60;p;8.32;0.11;-110.05;0.00;7.88;410.98
347.80;222.00;y;0.16;0.05;-110.05;-46.76;0.00;412.61
347.80;222.00;p;2.47;0.48;-156.80;0.00;2.28;412.61
345.70;222.90;y;0.30;0.19;-156.80;95.86;0.00;411.33
345.70;222.90;p;1.25;0.28;-60.95;0.00;1.03;411.33
346.20;223.80;y;0.12;0.03;-60.95;42.51;0.00;412.24
346.20;223.80;p;1.42;0.87;-18.43;0.00;1.26;412.24
347.40;224.20;y;0.13;0.04;-18.43;35.13;0.00;413.46
347.40;224.20;p;1.19;0.71;16.70;0.00;1.04;413.46
348.40;223.90;y;0.13;0.00;16.70;-25.52;0.00;414.14
348.40;223.90;p;5.99;0.52;-8.82;0.00;5.87;414.14
354.20;224.80;y;0.21;0.12;-8.82;57.63;0.00;419.51
354.20;224.80;p;8.06;0.60;48.81;0.00;7.44;419.51
359.10;219.20;y;0.16;0.02;48.81;-38.51;0.00;420.72
359.10;219.20;p;1.22;0.35;10.30;0.00;1.12;420.72
360.20;219.00;y;0.32;0.10;10.30;-109.41;0.00;421.55
360.20;219.00;p;7.14;0.04;-99.11;0.00;6.63;421.55
359.15;225.55;p;7.14;0.07;-99.11;0.00;6.63;424.10
358.10;232.10;y;0.35;0.06;-99.11;121.14;0.00;426.74
358.10;232.10;p;4.81;0.03;22.04;0.00;4.53;426.74
362.30;230.40;y;0.09;0.00;22.04;17.25;0.00;429.35
362.30;230.40;p;1.59;0.95;39.29;0.00;1.42;429.35
363.40;229.50;y;0.43;0.31;39.29;-159.75;0.00;429.80
363.40;229.50;p;2.30;0.29;-120.47;0.00;1.97;429.80
362.40;231.20;y;0.10;0.02;-120.47;15.04;0.00;429.87
362.40;231.20;p;3.24;0.66;-105.42;0.00;3.01;429.87
361.60;234.10;y;0.15;0.08;-105.42;33.86;0.00;430.76
361.60;234.10;p;6.37;0.47;-71.57;0.00;6.01;430.76
363.50;239.80;p;6.37;0.06;-71.57;0.00;6.01;435.47
365.40;245.50;y;0.36;0.05;-71.57;135.00;0.00;440.21
365.40;245.50;p;5.82;0.49;63.43;0.00;4.92;440.21
367.60;241.10;y;0.36;0.22;63.43;-126.87;0.00;439.61
367.60;241.10;p;1.40;0.19;-63.43;0.00;1.12;439.61
368.10;242.10;y;0.25;0.04;-63.43;94.40;0.00;440.58
368.10;242.10;p;0.75;0.05;30.96;0.00;0.58;440.58
368.60;241.80;y;0.28;0.00;30.96;-87.27;0.00;440.83
368.60;241.80;p;1.30;0.40;-56.31;0.00;1.08;440.83
369.20;242.70;y;0.28;0.28;-56.31;114.30;0.00;441.83
369.20;242.70;p;6.46;0.12;57.99;0.00;5.66;441.83
372.20;237.90;p;6.46;0.18;57.99;0.00;5.66;441.73
375.20;233.10;y;0.31;0.07;57.99;-117.85;0.00;441.71
375.20;233.10;p;4.10;0.55;-59.86;0.00;3.58;441.71
377.00;236.20;y;0.34;0.07;-59.86;137.33;0.00;444.88
377.00;236.20;p;1.06;0.21;77.47;0.00;0.92;444.88
377.20;235.30;y;0.11;0.09;77.47;35.15;0.00;444.57
377.20;235.30;p;1.45;0.36;112.62;0.00;1.30;444.57
376.70;234.10;y;0.19;0.01;112.62;-52.69;0.00;443.52
376.70;234.10;p;2.55;0.19;59.93;0.00;2.20;443.52
377.80;232.20;y;0.17;0.05;59.93;-59.93;0.00;443.45
377.80;232.20;p;1.01;0.09;-0.00;0.00;0.80;443.45
378.60;232.20;y;0.20;0.01;-0.00;65.56;0.00;444.13
378.60;232.20;p;1.45;0.48;65.56;0.00;1.21;444.13
379.10;231.10;y;0.18;0.15;65.56;66.95;0.00;443.99
379.10;231.10;p;1.81;0.54;132.51;0.00;1.63;443.99
378.00;229.90;y;0.44;0.15;132.51;-154.31;0.00;442.42
378.00;229.90;p;1.22;0.03;-21.80;0.00;1.08;442.42
379.00;230.30;y;0.23;0.02;-21.80;73.14;0.00;443.49
379.00;230.30;p;0.76;0.09;51.34;0.00;0.64;443.49
379.40;229.80;y;0.26;0.02;51.34;-77.91;0.00;443.57
379.40;229.80;p;1.60;0.67;-26.57;0.00;1.34;443.57
380.60;230.40;y;0.24;0.17;-26.57;77.09;0.00;444.91
380.60;230.40;p;2.42;0.46;50.53;0.00;2.20;444.91
382.00;228.70;y;0.40;0.05;50.53;-141.42;0.00;445.23
382.00;228.70;p;6.52;0.07;-90.90;0.00;6.40;445.23
381.90;235.10;y;0.07;0.00;-90.90;-11.76;0.00;448.46
381.90;235.10;p;5.33;0.21;-102.65;0.00;5.02;448.46
380.80;240.00;y;0.09;0.03;-102.65;12.65;0.00;450.12
380.80;240.00;p;1.50;0.46;-90.00;0.00;1.30;450.12
380.80;241.30;y;0.25;0.14;-90.00;79.70;0.00;450.82
380.80;241.30;p;1.22;0.53;-10.30;0.00;1.12;450.82
381.90;241.50;y;0.20;0.10;-10.30;-54.59;0.00;451.85
381.90;241.50;p;6.81;0.15;-64.90;0.00;6.13;451.85
384.50;247.05;p;6.83;0.13;-64.90;0.00;6.13;457.03
387.10;252.60;y;0.13;0.04;-64.90;-46.47;0.00;462.23
387.10;252.60;p;2.67;0.13;-111.37;0.00;2.47;462.23
386.20;254.90;y;0.12;0.00;-111.37;23.35;0.00;462.74
386.20;254.90;p;3.01;0.19;-88.03;0.00;2.90;462.74
386.30;257.80;y;0.35;0.15;-88.03;-143.32;0.00;464.42
386.30;257.80;p;0.76;0.00;128.66;0.00;0.64;464.42
385.90;257.30;y;0.22;0.00;128.66;65.76;0.00;463.81
385.90;257.30;p;3.87;0.10;-165.58;0.00;3.61;463.81
382.40;258.20;y;0.31;0.02;-165.58;90.62;0.00;461.41
382.40;258.20;p;7.34;0.07;-74.96;0.00;6.94;461.41
384.20;264.90;y;0.31;0.05;-74.96;109.66;0.00;466.67
384.20;264.90;p;1.85;0.59;34.70;0.00;1.58;466.67
385.50;264.00;y;0.10;0.00;34.70;-9.23;0.00;467.23
385.50;264.00;p;2.70;1.08;25.46;0.00;2.33;467.23
387.60;263.00;y;0.18;0.08;25.46;57.83;0.00;468.40
387.60;263.00;p;1.82;0.81;83.29;0.00;1.71;468.40
387.80;261.30;y;0.16;0.07;83.29;-43.05;0.00;467.62
387.80;261.30;p;1.89;1.05;40.24;0.00;1.70;467.62
389.10;260.20;y;0.14;0.04;40.24;33.06;0.00;468.08
389.10;260.20;p;2.30;0.94;73.30;0.00;2.09;468.08
389.70;258.20;y;0.43;0.17;73.30;-156.46;0.00;467.48
389.70;258.20;p;2.63;0.41;-83.16;0.00;2.52;467.48
390.00;260.70;y;0.26;0.09;-83.16;92.62;0.00;469.11
390.00;260.70;p;1.32;0.25;9.46;0.00;1.22;469.11
391.20;260.50;y;0.28;0.08;9.46;-92.34;0.00;470.00
391.20;260.50;p;1.74;0.33;-82.87;0.00;1.61;470.00
391.40;262.10;y;0.30;0.03;-82.87;-106.59;0.00;471.05
391.40;262.10;p;0.71;0.21;170.54;0.00;0.61;471.05
390.80;262.00;y;0.21;0.12;170.54;54.46;0.00;470.50
390.80;262.00;p;1.28;0.46;-135.00;0.00;1.13;470.50
390.00;262.80;y;0.13;0.01;-135.00;26.57;0.00;470.28
390.00;262.80;p;1.09;0.59;-108.43;0.00;0.95;470.28
389.70;263.70;y;0.36;0.14;-108.43;-143.13;0.00;470.54
389.70;263.70;p;0.76;0.01;108.43;0.00;0.63;470.54
389.50;263.10;y;0.08;0.00;108.43;12.53;0.00;470.03
389.50;263.10;p;1.40;0.13;120.96;0.00;1.17;470.03
388.90;262.10;y;0.33;0.02;120.96;122.47;0.00;468.98
388.90;262.10;p;1.40;0.07;-116.57;0.00;1.12;468.98
388.40;263.10;y;0.13;0.01;-116.57;30.38;0.00;469.12
388.40;263.10;p;1.61;0.73;-86.19;0.00;1.50;469.12
388.50;264.60;y;0.05;0.00;-86.19;-3.81;0.00;470.05
388.50;264.60;p;1.65;0.77;-90.00;0.00;1.30;470.05
388.50;265.90;y;0.01;0.00;-90.00;-0.00;0.00;470.78
388.50;265.90;p;0.39;0.14;-90.00;0.00;0.30;470.78
388.50;266.20;y;0.19;0.09;-90.00;56.31;0.00;470.95
388.50;266.20;p;0.90;0.26;-33.69;0.00;0.72;470.95
389.10;266.60;y;0.35;0.07;-33.69;-130.36;0.00;471.67
389.10;266.60;p;1.62;0.61;-164.05;0.00;1.46;471.67
387.70;267.00;y;0.24;0.19;-164.05;70.76;0.00;470.74
387.70;267.00;p;10.19;0.31;-93.30;0.00;9.57;470.74
387.15;276.55;p;10.19;0.15;-93.30;0.00;9.57;475.78
386.60;286.10;y;0.23;0.10;-93.30;-71.50;0.00;480.95
386.60;286.10;p;10.05;0.14;-164.80;0.00;9.53;480.95
377.40;288.60;y;0.37;0.01;-164.80;131.89;0.00;475.10
377.40;288.60;p;9.10;0.15;-32.91;0.00;8.10;475.10
384.20;293.00;y;0.15;0.02;-32.91;42.20;0.00;483.18
384.20;293.00;p;5.69;0.17;9.29;0.00;5.57;483.18
389.70;292.10;y;0.10;0.00;9.29;17.27;0.00;487.02
389.70;292.10;p;0.85;0.09;26.57;0.00;0.67;487.02
390.30;291.80;y;0.18;0.02;26.57;-45.00;0.00;487.32
390.30;291.80;p;1.09;0.18;-18.43;0.00;0.95;487.32
391.20;292.10;y;0.17;0.05;-18.43;43.99;0.00;488.22
391.20;292.10;p;2.95;0.17;25.56;0.00;2.55;488.22
393.50;291.00;y;0.28;0.03;25.56;-92.36;0.00;489.41
393.50;291.00;p;2.47;0.42;-66.80;0.00;2.28;489.41
394.40;293.10;y;0.23;0.16;-66.80;74.93;0.00;491.38
394.40;293.10;p;0.81;0.24;8.13;0.00;0.71;491.38
395.10;293.00;y;0.19;0.00;8.13;53.97;0.00;491.89
395.10;293.00;p;8.70;0.48;62.10;0.00;7.69;491.89
398.70;286.20;y;0.11;0.04;62.10;44.82;0.00;490.79
398.70;286.20;p;2.61;0.59;106.93;0.00;2.40;490.79
398.00;283.90;y;0.07;0.00;106.93;9.64;0.00;488.88
398.00;283.90;p;1.14;0.21;116.57;0.00;0.89;488.88
397.60;283.10;y;0.08;0.00;116.57;10.30;0.00;488.09
397.60;283.10;p;0.68;0.07;126.87;0.00;0.50;488.09
397.30;282.70;y;0.25;0.00;126.87;79.70;0.00;487.61
397.30;282.70;p;0.85;0.24;-153.43;0.00;0.67;487.61
396.70;283.00;y;0.38;0.17;-153.43;-140.19;0.00;487.30
396.70;283.00;p;2.06;0.11;66.37;0.00;1.75;487.30
397.40;281.40;y;0.23;0.00;66.37;-71.13;0.00;486.94
397.40;281.40;p;1.31;0.56;-4.76;0.00;1.20;486.94
398.60;281.50;y;0.24;0.19;-4.76;94.76;0.00;487.98
398.60;281.50;p;1.59;0.75;90.00;0.00;1.30;487.98
398.60;280.20;y;0.07;0.02;90.00;16.70;0.00;487.23
398.60;280.20;p;1.19;0.42;106.70;0.00;1.04;487.23
398.30;279.20;y;0.22;0.08;106.70;-68.04;0.00;486.41
398.30;279.20;p;0.76;0.24;38.66;0.00;0.64;486.41
398.80;278.80;y;0.21;0.10;38.66;77.91;0.00;486.59
398.80;278.80;p;1.40;0.44;116.57;0.00;1.12;486.59
398.30;277.80;y;0.32;0.13;116.57;103.24;0.00;485.61
398.30;277.80;p;0.91;0.06;-140.19;0.00;0.78;485.61
397.70;278.30;y;0.07;0.00;-140.19;5.19;0.00;485.40
397.70;278.30;p;0.53;0.27;-135.00;0.00;0.42;485.40
397.40;278.60;y;0.24;0.09;-135.00;63.43;0.00;485.33
397.40;278.60;p;0.76;0.40;-71.57;0.00;0.63;485.33
397.60;279.20;y;0.28;0.05;-71.57;-108.43;0.00;485.84
397.60;279.20;p;0.90;0.35;180.00;0.00;0.70;485.84
396.90;279.20;y;0.19;0.11;180.00;53.97;0.00;485.27
396.90;279.20;p;1.60;0.92;-126.03;0.00;1.36;485.27
396.10;280.30;y;0.36;0.34;-126.03;-136.04;0.00;485.25
396.10;280.30;p;6.59;0.06;97.93;0.00;6.16;485.25
395.25;274.20;p;6.60;0.33;97.93;0.00;6.16;481.05
394.40;268.10;y;0.09;0.03;97.93;-10.18;0.00;476.90
394.40;268.10;p;5.22;0.21;87.75;0.00;5.10;476.90
394.60;263.00;y;0.05;0.00;87.75;2.25;0.00;474.21
394.60;263.00;p;0.57;0.21;90.00;0.00;0.40;474.21
394.60;262.60;y;0.32;0.02;90.00;116.57;0.00;473.99
394.60;262.60;p;0.60;0.00;-153.43;0.00;0.45;473.99
394.20;262.80;y;0.29;0.00;-153.43;-100.62;0.00;473.77
394.20;262.80;p;3.90;0.01;105.95;0.00;3.64;473.77
393.20;259.30;y;0.09;0.00;105.95;-15.95;0.00;471.00
393.20;259.30;p;0.77;0.29;90.00;0.00;0.60;471.00
393.20;258.70;y;0.20;0.12;90.00;63.43;0.00;470.67
393.20;258.70;p;1.60;0.60;153.43;0.00;1.34;470.67
392.00;258.10;y;0.25;0.16;153.43;-86.27;0.00;469.34
392.00;258.10;p;4.38;0.59;67.17;0.00;4.12;469.34
393.60;254.30;y;0.29;0.17;67.17;-85.97;0.00;468.60
393.60;254.30;p;5.28;0.40;-18.80;0.00;4.96;468.60
398.30;255.90;y;0.18;0.10;-18.80;-43.30;0.00;473.42
398.30;255.90;p;2.25;0.54;-62.10;0.00;1.92;473.42
399.20;257.60;y;0.10;0.00;-62.10;21.50;0.00;475.10
399.20;257.60;p;1.06;0.13;-40.60;0.00;0.92;475.10
399.90;258.20;y;0.37;0.03;-40.60;150.58;0.00;476.01
399.90;258.20;p;1.32;0.21;109.98;0.00;1.17;476.01
399.50;257.10;y;0.12;0.00;109.98;-15.81;0.00;475.08
399.50;257.10;p;9.77;0.15;94.17;0.00;9.63;475.08
398.80;247.50;p;9.77;0.21;94.17;0.00;9.63;469.36
398.10;237.90;y;0.36;0.08;94.17;130.28;0.00;463.77
398.10;237.90;p;7.96;0.14;-135.55;0.00;7.42;463.77
392.80;243.10;y;0.38;0.00;-135.55;-145.76;0.00;461.94
392.80;243.10;p;0.61;0.00;78.69;0.00;0.51;461.94
392.90;242.60;y;0.11;0.00;78.69;31.29;0.00;461.76
392.90;242.60;p;1.32;0.65;109.98;0.00;1.17;461.76
392.50;241.50;y;0.05;0.00;109.98;1.71;0.00;460.85
392.50;241.50;p;9.95;0.42;111.69;0.00;9.47;460.85
389.00;232.70;y;0.05;0.00;111.69;4.88;0.00;453.29
389.00;232.70;p;0.88;0.21;116.57;0.00;0.67;453.29
388.70;232.10;y;0.13;0.03;116.57;-24.36;0.00;452.72
388.70;232.10;p;7.93;0.67;92.20;0.00;7.81;452.72
388.40;224.30;y;0.40;0.30;92.20;139.40;0.00;448.51
388.40;224.30;p;7.26;0.17;-128.40;0.00;6.76;448.51
384.20;229.60;y;0.37;0.05;-128.40;-126.14;0.00;447.58
384.20;229.60;p;5.19;0.21;105.46;0.00;4.88;447.58
382.90;224.90;y;0.15;0.00;105.46;-39.16;0.00;444.06
382.90;224.90;p;5.10;0.12;66.30;0.00;4.48;444.06
384.70;220.80;y;0.25;0.01;66.30;88.24;0.00;443.56
384.70;220.80;p;2.70;0.33;154.54;0.00;2.33;443.56
382.60;219.80;y;0.20;0.09;154.54;-59.77;0.00;441.24
382.60;219.80;p;7.36;0.18;94.76;0.00;7.22;441.24
382.00;212.60;y;0.09;0.00;94.76;19.68;0.00;437.18
382.00;212.60;p;1.45;0.08;114.44;0.00;1.21;437.18
381.50;211.50;y;0.31;0.00;114.44;124.59;0.00;436.20
381.50;211.50;p;0.75;0.00;-120.96;0.00;0.58;436.20
381.20;212.00;y;0.05;0.00;-120.96;-2.73;0.00;436.19
381.20;212.00;p;0.90;0.07;-123.69;0.00;0.72;436.19
380.80;212.60;y;0.21;0.06;-123.69;-64.68;0.00;436.13
380.80;212.60;p;5.54;0.00;171.63;0.00;5.15;436.13
375.70;211.85;p;5.54;0.73;171.63;0.00;5.15;431.31
370.60;211.10;y;0.28;0.26;171.63;82.42;0.00;426.51
370.60;211.10;p;0.86;0.50;-105.95;0.00;0.73;426.51
370.40;211.80;y;0.17;0.03;-105.95;-52.25;0.00;426.68
370.40;211.80;p;0.66;0.47;-158.20;0.00;0.54;426.68
369.90;212.00;y;0.23;0.21;-158.20;-85.24;0.00;426.34
369.90;212.00;p;1.14;0.72;116.57;0.00;0.89;426.34
369.50;211.20;y;0.40;0.32;116.57;129.47;0.00;425.60
369.50;211.20;p;1.20;0.12;-113.96;0.00;0.98;425.60
369.10;212.10;y;0.12;0.00;-113.96;28.93;0.00;425.70
369.10;212.10;p;2.42;0.16;-85.03;0.00;2.31;425.70
369.30;214.40;y;0.34;0.01;-85.03;-139.97;0.00;427.02
369.30;214.40;p;0.38;0.00;135.00;0.00;0.28;427.02
369.10;214.20;y;0.08;0.00;135.00;3.29;0.00;426.75
369.10;214.20;p;6.63;0.52;138.29;0.00;6.16;426.75
364.50;210.10;y;0.08;0.02;138.29;-17.59;0.00;420.72
364.50;210.10;p;4.26;0.60;120.70;0.00;3.72;420.72
362.60;206.90;y;0.13;0.03;120.70;32.14;0.00;417.48
362.60;206.90;p;9.65;0.65;152.84;0.00;8.54;417.48
355.00;203.00;y;0.41;0.26;152.84;-156.20;0.00;408.94
355.00;203.00;p;3.52;0.27;-3.37;0.00;3.41;408.94
358.40;203.20;y;0.10;0.00;-3.37;-12.16;0.00;412.00
358.40;203.20;p;5.95;0.64;-15.52;0.00;5.60;412.00
363.80;204.70;y;0.21;0.14;-15.52;70.75;0.00;417.44
363.80;204.70;p;4.96;0.42;55.22;0.00;4.38;417.44
366.30;201.10;y;0.37;0.08;55.22;-136.64;0.00;417.87
366.30;201.10;p;5.48;0.04;-81.42;0.00;5.36;417.87
367.10;206.40;y;0.16;0.01;-81.42;50.45;0.00;421.15
367.10;206.40;p;0.75;0.25;-30.96;0.00;0.58;421.15
367.60;206.70;y;0.17;0.05;-30.96;54.93;0.00;421.73
367.60;206.70;p;11.10;0.37;23.96;0.00;9.85;421.73
376.60;202.70;y;0.09;0.00;23.96;-9.18;0.00;427.69
376.60;202.70;p;7.87;0.20;14.78;0.00;7.45;427.69
383.80;200.80;y;0.29;0.05;14.78;-94.73;0.00;433.15
383.80;200.80;p;8.14;0.41;-79.95;0.00;8.02;433.15
385.20;208.70;y;0.31;0.27;-79.95;113.42;0.00;438.10
385.20;208.70;p;8.35;0.13;33.47;0.00;7.25;438.10
391.25;204.70;p;8.35;0.57;33.47;0.00;7.25;441.56
397.30;200.70;y;0.21;0.09;33.47;-58.93;0.00;445.12
397.30;200.70;p;2.70;0.69;-25.46;0.00;2.33;445.12
399.40;201.70;y;0.23;0.13;-25.46;-75.32;0.00;447.44
399.40;201.70;p;5.51;0.13;-100.78;0.00;5.34;447.44
398.40;206.95;p;5.51;0.08;-100.78;0.00;5.34;448.94
397.40;212.20;y;0.26;0.05;-100.78;-90.53;0.00;450.51
397.40;212.20;p;0.61;0.01;168.69;0.00;0.51;450.51
396.90;212.10;y;0.18;0.00;168.69;44.42;0.00;450.02
396.90;212.10;p;6.20;0.01;-146.89;0.00;5.49;450.02
392.30;215.10;y;0.17;0.00;-146.89;42.85;0.00;447.40
392.30;215.10;p;1.42;0.66;-104.04;0.00;1.24;447.40
392.00;216.30;y;0.09;0.04;-104.04;18.43;0.00;447.72
392.00;216.30;p;1.41;0.60;-85.60;0.00;1.30;447.72
392.10;217.60;y;0.12;0.00;-85.60;16.16;0.00;448.43
392.10;217.60;p;9.10;0.40;-69.44;0.00;8.54;448.43
395.10;225.60;y;0.28;0.21;-69.44;103.13;0.00;454.97
395.10;225.60;p;2.10;0.29;33.69;0.00;1.80;454.97
396.60;224.60;y;0.10;0.04;33.69;16.67;0.00;455.78
396.60;224.60;p;4.91;0.26;50.36;0.00;4.55;455.78
399.50;221.10;y;0.44;0.10;50.36;-159.33;0.00;456.60
399.50;221.10;p;3.64;0.43;-108.97;0.00;3.38;456.60
398.40;224.30;y;0.31;0.24;-108.97;-130.19;0.00;457.20
398.40;224.30;p;10.45;0.04;120.83;0.00;9.65;457.20
393.45;216.01;p;10.46;0.00;120.83;0.00;9.65;448.85
388.51;207.73;p;10.45;0.00;120.83;0.00;9.65;440.55
383.56;199.44;p;10.66;0.00;120.83;0.00;9.65;432.31
378.61;191.15;p;10.65;0.00;120.83;0.00;9.65;424.13
373.67;182.87;p;10.46;0.11;120.83;0.00;9.65;416.01
368.72;174.58;p;10.85;0.00;120.83;0.00;9.65;407.96
363.77;166.29;p;10.90;0.00;120.83;0.00;9.65;399.98
358.83;158.01;p;10.85;0.00;120.83;0.00;9.65;392.07
353.88;149.72;p;10.45;0.24;120.83;0.00;9.65;384.25
348.93;141.43;p;10.66;0.00;120.83;0.00;9.65;376.51
343.99;133.15;p;10.65;0.62;120.83;0.00;9.65;368.86
339.04;124.86;p;10.46;1.06;120.83;0.00;9.65;361.30
334.09;116.57;p;10.45;0.19;120.83;0.00;9.65;353.85
329.15;108.29;p;10.46;0.33;120.83;0.00;9.65;346.50
324.20;100.00;y;0.41;0.15;120.83;140.34;0.00;339.27
324.20;100.00;p;5.37;0.01;-98.83;0.00;5.21;339.27
323.40;105.15;p;5.37;0.07;-98.83;0.00;5.21;340.06
322.60;110.30;y;0.28;0.06;-98.83;-100.92;0.00;340.94
322.60;110.30;p;4.42;0.05;160.25;0.00;4.14;340.94
318.70;108.90;y;0.15;0.00;160.25;33.78;0.00;336.79
318.70;108.90;p;0.53;0.04;-165.96;0.00;0.41;336.79
318.30;109.00;y;0.34;0.01;-165.96;-122.47;0.00;336.45
318.30;109.00;p;3.07;0.10;71.57;0.00;2.85;336.45
319.20;106.30;y;0.07;0.02;71.57;4.40;0.00;336.43
319.20;106.30;p;1.42;0.31;75.96;0.00;1.24;336.43
319.50;105.10;y;0.32;0.14;75.96;109.56;0.00;336.34
319.50;105.10;p;3.23;0.25;-174.47;0.00;3.11;336.34
316.40;105.40;y;0.14;0.02;-174.47;-32.09;0.00;333.49
316.40;105.40;p;1.10;0.19;153.43;0.00;0.89;333.49
315.60;105.00;y;0.34;0.00;153.43;107.10;0.00;332.61
315.60;105.00;p;0.72;0.04;-99.46;0.00;0.61;332.61
315.50;105.60;y;0.28;0.11;-99.46;-103.27;0.00;332.70
315.50;105.60;p;8.43;0.14;157.27;0.00;8.02;332.70
308.10;102.50;y;0.40;0.02;157.27;127.83;0.00;324.70
308.10;102.50;p;6.91;0.23;-74.90;0.00;6.53;324.70
309.80;108.80;y;0.01;0.00;-74.90;0.02;0.00;328.35
309.80;108.80;p;4.10;0.28;-74.88;0.00;3.83;328.35
310.80;112.50;y;0.25;0.03;-74.88;-94.74;0.00;330.53
310.80;112.50;p;6.21;0.10;-169.61;0.00;6.10;330.53
304.80;113.60;y;0.17;0.00;-169.61;53.05;0.00;325.28
304.80;113.60;p;11.54;0.29;-116.57;0.00;9.84;325.28
300.40;122.40;y;0.24;0.08;-116.57;65.82;0.00;324.38
300.40;122.40;p;5.92;0.15;-50.75;0.00;5.29;324.38
303.75;126.50;p;5.91;0.22;-50.75;0.00;5.29;329.04
307.10;130.60;y;0.31;0.19;-50.75;113.13;0.00;333.72
307.10;130.60;p;10.96;0.16;62.38;0.00;9.71;333.72
311.60;122.00;y;0.17;0.00;62.38;-51.07;0.00;334.63
311.60;122.00;p;0.61;0.07;11.31;0.00;0.51;334.63
312.10;121.90;y;0.23;0.01;11.31;80.94;0.00;335.06
312.10;121.90;p;5.22;0.34;92.25;0.00;5.10;335.06
311.90;116.80;y;0.09;0.04;92.25;-19.27;0.00;333.05
311.90;116.80;p;5.45;0.42;72.98;0.00;5.12;333.05
313.40;111.90;y;0.41;0.17;72.98;-145.33;0.00;332.78
313.40;111.90;p;2.51;0.25;-72.35;0.00;2.31;332.78
314.10;114.10;y;0.19;0.05;-72.35;58.31;0.00;334.18
314.10;114.10;p;2.25;0.27;-14.04;0.00;2.06;334.18
316.10;114.60;y;0.20;0.00;-14.04;-49.40;0.00;336.23
316.10;114.60;p;4.78;0.60;-63.43;0.00;4.02;336.23
317.90;118.20;y;0.05;0.02;-63.43;-2.53;0.00;339.16
317.90;118.20;p;9.15;0.68;-65.97;0.00;8.10;339.16
321.20;125.60;y;0.24;0.06;-65.97;81.61;0.00;344.88
321.20;125.60;p;5.52;0.51;15.64;0.00;5.19;344.88
326.20;124.20;y;0.20;0.14;15.64;57.85;0.00;349.04
326.20;124.20;p;3.04;1.07;73.50;0.00;2.82;349.04
327.00;121.50;y;0.38;0.28;73.50;-125.62;0.00;348.84
